y,time
4.6360106666666665,0.001668
4.637626666666666,0.00166802
4.635741333333333,0.00166804
4.636818666666667,0.00166806
4.636818666666667,0.00166808
4.6360106666666665,0.0016681
4.635741333333333,0.00166812
4.636818666666667,0.00166814
4.637357333333333,0.00166816
4.635202666666666,0.00166818
4.635202666666666,0.0016681999999999999
4.637357333333333,0.00166822
4.6341253333333325,0.00166824
4.636549333333333,0.00166826
4.635202666666666,0.00166828
4.636549333333333,0.0016683
4.636549333333333,0.00166832
4.636279999999999,0.00166834
4.635741333333333,0.00166836
4.636279999999999,0.00166838
4.6360106666666665,0.0016684
4.633856,0.00166842
4.635472,0.00166844
4.636549333333333,0.00166846
4.635741333333333,0.00166848
4.636818666666667,0.0016685
4.636818666666667,0.00166852
4.636818666666667,0.00166854
4.637087999999999,0.00166856
4.636279999999999,0.00166858
4.636818666666667,0.0016686
4.634933333333333,0.00166862
4.633586666666666,0.00166864
4.635202666666666,0.00166866
4.637896,0.00166868
4.633856,0.0016687
4.635741333333333,0.00166872
4.635741333333333,0.00166874
4.633856,0.00166876
4.637087999999999,0.00166878
4.6341253333333325,0.0016688
4.637087999999999,0.00166882
4.636279999999999,0.00166884
4.636549333333333,0.00166886
4.635202666666666,0.00166888
4.6341253333333325,0.0016689
4.635741333333333,0.00166892
4.6360106666666665,0.00166894
4.635472,0.00166896
4.635472,0.00166898
4.636549333333333,0.001669
4.635741333333333,0.00166902
4.635202666666666,0.0016690399999999999
4.636549333333333,0.00166906
4.635472,0.00166908
4.634933333333333,0.0016691
4.635202666666666,0.00166912
4.635741333333333,0.00166914
4.635741333333333,0.00166916
4.635202666666666,0.00166918
4.635472,0.0016692
4.635472,0.00166922
4.636279999999999,0.00166924
4.635741333333333,0.00166926
4.635472,0.00166928
4.636279999999999,0.0016693
4.635741333333333,0.00166932
4.636549333333333,0.00166934
4.637087999999999,0.00166936
4.635472,0.00166938
4.6360106666666665,0.0016694
4.635202666666666,0.00166942
4.635472,0.00166944
4.635202666666666,0.00166946
4.635202666666666,0.00166948
4.636549333333333,0.0016695
4.635202666666666,0.00166952
4.6360106666666665,0.00166954
4.636818666666667,0.00166956
4.6360106666666665,0.00166958
4.635741333333333,0.0016696
4.636818666666667,0.00166962
4.635741333333333,0.00166964
4.635741333333333,0.00166966
4.636549333333333,0.00166968
4.637357333333333,0.0016697
4.636279999999999,0.00166972
4.636279999999999,0.00166974
4.634933333333333,0.00166976
4.636549333333333,0.00166978
4.634664,0.0016698
4.6341253333333325,0.00166982
4.636279999999999,0.00166984
4.637087999999999,0.00166986
4.637626666666666,0.0016698799999999999
4.635741333333333,0.0016699
4.6360106666666665,0.00166992
4.635741333333333,0.00166994
4.636279999999999,0.00166996
4.636279999999999,0.00166998
4.634664,0.00167
4.635472,0.00167002
4.636279999999999,0.00167004
4.636549333333333,0.00167006
4.636818666666667,0.00167008
4.636818666666667,0.0016701
4.636279999999999,0.00167012
4.636279999999999,0.00167014
4.635741333333333,0.00167016
4.634394666666666,0.00167018
4.634664,0.0016702
4.6360106666666665,0.00167022
4.635472,0.00167024
4.637087999999999,0.00167026
4.634664,0.00167028
4.635202666666666,0.0016703
4.637896,0.00167032
4.636549333333333,0.00167034
4.637357333333333,0.00167036
4.635202666666666,0.00167038
4.635202666666666,0.0016704
4.6360106666666665,0.00167042
4.635472,0.00167044
4.634933333333333,0.00167046
4.635472,0.00167048
4.636818666666667,0.0016705
4.637087999999999,0.00167052
4.635472,0.00167054
4.635741333333333,0.00167056
4.634394666666666,0.00167058
4.635202666666666,0.0016706
4.635472,0.00167062
4.635741333333333,0.00167064
4.635202666666666,0.00167066
4.634394666666666,0.00167068
4.634394666666666,0.0016707
4.637357333333333,0.0016707199999999999
4.634933333333333,0.00167074
4.634394666666666,0.00167076
4.635472,0.00167078
4.6360106666666665,0.0016708
4.634394666666666,0.00167082
4.635472,0.00167084
4.635472,0.00167086
4.634933333333333,0.00167088
4.636549333333333,0.0016709
4.635741333333333,0.00167092
4.635741333333333,0.00167094
4.6360106666666665,0.00167096
4.634933333333333,0.00167098
4.634933333333333,0.001671
4.635741333333333,0.00167102
4.635472,0.00167104
4.635741333333333,0.00167106
4.635202666666666,0.00167108
4.634933333333333,0.0016711
4.635202666666666,0.00167112
4.634664,0.00167114
4.636279999999999,0.00167116
4.635472,0.00167118
4.636279999999999,0.0016712
4.635741333333333,0.00167122
4.635472,0.00167124
4.634664,0.00167126
4.6360106666666665,0.00167128
4.635741333333333,0.0016713
4.636549333333333,0.00167132
4.635202666666666,0.00167134
4.636279999999999,0.00167136
4.636549333333333,0.00167138
4.636818666666667,0.0016714
4.637357333333333,0.00167142
4.636818666666667,0.00167144
4.6360106666666665,0.00167146
4.635741333333333,0.00167148
4.635202666666666,0.0016715
4.635202666666666,0.00167152
