time,x,y
-0.000888,5.0,-5.0
-0.0008876,6.0,-6.0
-0.0008872000000000001,6.0,-5.0
-0.0008868000000000001,6.0,-5.0
-0.0008864000000000001,6.0,-4.0
-0.0008860000000000001,6.0,-5.0
-0.0008856000000000001,6.0,-5.0
-0.0008852,6.0,-5.0
-0.0008848,6.0,-5.0
-0.0008844,6.0,-4.0
-0.000884,6.0,-5.0
-0.0008836,6.0,-4.0
-0.0008832,6.0,-5.0
-0.0008828000000000001,5.0,-5.0
-0.0008824000000000001,6.0,-5.0
-0.0008820000000000001,6.0,-4.0
-0.0008816000000000001,6.0,-5.0
-0.0008812000000000001,6.0,-5.0
-0.0008808,6.0,-5.0
-0.0008804,6.0,-5.0
-0.00088,6.0,-5.0
-0.0008796,5.0,-5.0
-0.0008792,6.0,-5.0
-0.0008788,6.0,-6.0
-0.0008784000000000001,5.0,-6.0
-0.0008780000000000001,6.0,-5.0
-0.0008776000000000001,6.0,-6.0
-0.0008772000000000001,5.0,-5.0
-0.0008768000000000001,6.0,-6.0
-0.0008764,6.0,-5.0
-0.000876,7.0,-6.0
-0.0008756,5.0,-6.0
-0.0008752,7.0,-6.0
-0.0008748,6.0,-6.0
-0.0008744,6.0,-6.0
-0.0008740000000000001,7.0,-6.0
-0.0008736000000000001,6.0,-6.0
-0.0008732000000000001,7.0,-6.0
-0.0008728000000000001,6.0,-7.0
-0.0008724000000000001,7.0,-6.0
-0.000872,7.0,-6.0
-0.0008716,6.0,-6.0
-0.0008712,6.0,-6.0
-0.0008708,6.0,-6.0
-0.0008704,6.0,-6.0
-0.00087,6.0,-5.0
-0.0008696000000000001,6.0,-5.0
-0.0008692000000000001,6.0,-6.0
-0.0008688000000000001,6.0,-6.0
-0.0008684000000000001,6.0,-5.0
-0.0008680000000000001,6.0,-6.0
-0.0008676000000000001,6.0,-5.0
-0.0008672,5.0,-5.0
-0.0008668,6.0,-5.0
-0.0008664,6.0,-5.0
-0.000866,6.0,-5.0
-0.0008656,6.0,-5.0
-0.0008652,6.0,-5.0
-0.0008648000000000001,5.0,-5.0
-0.0008644000000000001,6.0,-5.0
-0.0008640000000000001,6.0,-5.0
-0.0008636000000000001,6.0,-5.0
-0.0008632000000000001,6.0,-4.0
-0.0008628,6.0,-5.0
-0.0008624,6.0,-6.0
-0.000862,6.0,-6.0
-0.0008616,6.0,-5.0
-0.0008612,6.0,-6.0
-0.0008608000000000001,6.0,-5.0
-0.0008604000000000001,6.0,-5.0
-0.0008600000000000001,6.0,-6.0
-0.0008596000000000001,6.0,-6.0
-0.0008592000000000001,6.0,-6.0
-0.0008588000000000001,6.0,-6.0
-0.0008584,5.0,-6.0
-0.000858,6.0,-6.0
-0.0008576,6.0,-6.0
-0.0008572,6.0,-6.0
-0.0008568,6.0,-6.0
-0.0008564,6.0,-6.0
-0.0008560000000000001,6.0,-6.0
-0.0008556000000000001,6.0,-6.0
-0.0008552000000000001,6.0,-6.0
-0.0008548000000000001,7.0,-6.0
-0.0008544000000000001,6.0,-6.0
-0.000854,6.0,-6.0
-0.0008536,7.0,-6.0
-0.0008532,7.0,-6.0
-0.0008528,6.0,-7.0
-0.0008524,6.0,-6.0
-0.0008520000000000001,7.0,-7.0
-0.0008516000000000001,6.0,-6.0
-0.0008512000000000001,6.0,-6.0
-0.0008508000000000001,6.0,-5.0
-0.0008504000000000001,6.0,-5.0
-0.0008500000000000001,6.0,-6.0
-0.0008496,6.0,-5.0
-0.0008492,6.0,-6.0
-0.0008488,6.0,-5.0
-0.0008484,6.0,-5.0
-0.000848,6.0,-5.0
-0.0008476,6.0,-5.0
-0.0008472,6.0,-5.0
-0.0008468000000000001,6.0,-5.0
-0.0008464000000000001,6.0,-5.0
-0.0008460000000000001,6.0,-5.0
-0.0008456000000000001,6.0,-5.0
-0.0008452,5.0,-5.0
-0.0008448,6.0,-5.0
-0.0008444,6.0,-5.0
-0.000844,6.0,-5.0
-0.0008436,6.0,-4.0
-0.0008432000000000001,6.0,-5.0
-0.0008428000000000001,6.0,-6.0
-0.0008424000000000001,6.0,-5.0
-0.0008420000000000001,6.0,-5.0
-0.0008416000000000001,6.0,-5.0
-0.0008412000000000001,5.0,-5.0
-0.0008408000000000001,6.0,-5.0
-0.0008404,6.0,-5.0
-0.00084,7.0,-6.0
-0.0008396,6.0,-6.0
-0.0008392,6.0,-6.0
-0.0008388,6.0,-6.0
-0.0008384,6.0,-6.0
-0.0008380000000000001,5.0,-6.0
-0.0008376000000000001,6.0,-6.0
-0.0008372000000000001,7.0,-6.0
-0.0008368000000000001,6.0,-6.0
-0.0008364000000000001,6.0,-6.0
-0.000836,5.0,-7.0
-0.0008356,6.0,-6.0
-0.0008352,7.0,-6.0
-0.0008348,5.0,-6.0
-0.0008344,7.0,-6.0
-0.0008340000000000001,6.0,-6.0
-0.0008336000000000001,6.0,-5.0
-0.0008332000000000001,6.0,-6.0
-0.0008328000000000001,6.0,-6.0
-0.0008324000000000001,6.0,-6.0
-0.0008320000000000001,6.0,-6.0
-0.0008316,6.0,-5.0
-0.0008312,5.0,-5.0
-0.0008308,6.0,-6.0
-0.0008304,6.0,-6.0
-0.00083,6.0,-5.0
-0.0008296,6.0,-5.0
-0.0008292000000000001,6.0,-5.0
-0.0008288000000000001,6.0,-5.0
-0.0008284000000000001,6.0,-5.0
-0.0008280000000000001,6.0,-5.0
-0.0008276000000000001,6.0,-5.0
-0.0008272,7.0,-5.0
-0.0008268,6.0,-6.0
-0.0008264,6.0,-5.0
-0.000826,7.0,-6.0
-0.0008256,6.0,-5.0
-0.0008252000000000001,5.0,-6.0
-0.0008248000000000001,6.0,-6.0
-0.0008244000000000001,6.0,-5.0
-0.0008240000000000001,7.0,-5.0
-0.0008236000000000001,6.0,-6.0
-0.0008232000000000001,6.0,-5.0
-0.0008228,6.0,-5.0
-0.0008224,6.0,-4.0
-0.000822,6.0,-6.0
-0.0008216,6.0,-5.0
-0.0008212,6.0,-5.0
-0.0008208,6.0,-6.0
-0.0008204000000000001,6.0,-7.0
-0.0008200000000000001,6.0,-6.0
-0.0008196000000000001,6.0,-6.0
-0.0008192000000000001,7.0,-6.0
-0.0008188000000000001,5.0,-6.0
-0.0008184,6.0,-6.0
-0.000818,6.0,-5.0
-0.0008176,6.0,-6.0
-0.0008172,6.0,-7.0
-0.0008168,7.0,-6.0
-0.0008164000000000001,6.0,-7.0
-0.0008160000000000001,6.0,-6.0
-0.0008156000000000001,6.0,-5.0
-0.0008152000000000001,6.0,-6.0
-0.0008148000000000001,5.0,-6.0
-0.0008144000000000001,6.0,-6.0
-0.000814,6.0,-6.0
-0.0008136,6.0,-6.0
-0.0008132,5.0,-6.0
-0.0008128,6.0,-6.0
-0.0008124,6.0,-6.0
-0.000812,6.0,-6.0
-0.0008116,5.0,-5.0
-0.0008112000000000001,6.0,-5.0
-0.0008108000000000001,6.0,-5.0
-0.0008104000000000001,6.0,-5.0
-0.0008100000000000001,5.0,-5.0
-0.0008096000000000001,6.0,-5.0
-0.0008092,5.0,-5.0
-0.0008088,7.0,-5.0
-0.0008084,6.0,-5.0
-0.000808,6.0,-6.0
-0.0008076000000000001,6.0,-6.0
-0.0008072000000000001,7.0,-5.0
-0.0008068000000000001,5.0,-5.0
-0.0008064000000000001,6.0,-6.0
-0.0008060000000000001,6.0,-5.0
-0.0008056000000000001,6.0,-5.0
-0.0008052000000000001,6.0,-5.0
-0.0008048,6.0,-5.0
-0.0008044,6.0,-5.0
-0.000804,6.0,-4.0
-0.0008036,6.0,-5.0
-0.0008032,6.0,-6.0
-0.0008028,7.0,-6.0
-0.0008024000000000001,6.0,-6.0
-0.0008020000000000001,6.0,-6.0
-0.0008016000000000001,6.0,-6.0
-0.0008012000000000001,6.0,-5.0
-0.0008008000000000001,7.0,-6.0
-0.0008004,7.0,-5.0
-0.0008,6.0,-6.0
-0.0007996,6.0,-6.0
-0.0007992,6.0,-6.0
-0.0007988,6.0,-6.0
-0.0007984000000000001,6.0,-6.0
-0.0007980000000000001,6.0,-6.0
-0.0007976000000000001,6.0,-6.0
-0.0007972000000000001,6.0,-6.0
-0.0007968000000000001,6.0,-7.0
-0.0007964000000000001,6.0,-6.0
-0.000796,6.0,-6.0
-0.0007956,6.0,-6.0
-0.0007952,6.0,-6.0
-0.0007948,6.0,-7.0
-0.0007944,6.0,-6.0
-0.000794,6.0,-6.0
-0.0007936000000000001,6.0,-6.0
-0.0007932000000000001,7.0,-5.0
-0.0007928000000000001,6.0,-7.0
-0.0007924000000000001,6.0,-5.0
-0.0007920000000000001,5.0,-5.0
-0.0007916,7.0,-5.0
-0.0007912,6.0,-5.0
-0.0007908,6.0,-5.0
-0.0007904,6.0,-5.0
-0.00079,6.0,-5.0
-0.0007896000000000001,7.0,-5.0
-0.0007892000000000001,6.0,-6.0
-0.0007888000000000001,6.0,-5.0
-0.0007884000000000001,6.0,-6.0
-0.0007880000000000001,6.0,-5.0
-0.0007876000000000001,6.0,-5.0
-0.0007872,6.0,-4.0
-0.0007868,6.0,-5.0
-0.0007864,6.0,-5.0
-0.000786,6.0,-6.0
-0.0007856,6.0,-5.0
-0.0007852,6.0,-6.0
-0.0007848,6.0,-6.0
-0.0007844000000000001,7.0,-6.0
-0.0007840000000000001,5.0,-6.0
-0.0007836000000000001,6.0,-5.0
-0.0007832000000000001,7.0,-5.0
-0.0007828,5.0,-6.0
-0.0007824,6.0,-6.0
-0.000782,7.0,-6.0
-0.0007816,6.0,-6.0
-0.0007812000000000001,6.0,-7.0
-0.0007808000000000001,6.0,-6.0
-0.0007804000000000001,6.0,-6.0
-0.0007800000000000001,6.0,-6.0
-0.0007796000000000001,5.0,-6.0
-0.0007792000000000001,6.0,-7.0
-0.0007788000000000001,6.0,-6.0
-0.0007784000000000001,6.0,-7.0
-0.000778,5.0,-6.0
-0.0007776,7.0,-6.0
-0.0007772,6.0,-6.0
-0.0007768,6.0,-6.0
-0.0007764,7.0,-5.0
-0.000776,6.0,-6.0
-0.0007756000000000001,7.0,-6.0
-0.0007752000000000001,6.0,-6.0
-0.0007748000000000001,6.0,-6.0
-0.0007744000000000001,7.0,-6.0
-0.0007740000000000001,6.0,-5.0
-0.0007736,6.0,-6.0
-0.0007732,6.0,-6.0
-0.0007728,6.0,-5.0
-0.0007724,6.0,-5.0
-0.0007720000000000001,6.0,-5.0
-0.0007716000000000001,6.0,-5.0
-0.0007712000000000001,6.0,-5.0
-0.0007708000000000001,6.0,-5.0
-0.0007704000000000001,6.0,-5.0
-0.0007700000000000001,6.0,-5.0
-0.0007696000000000001,6.0,-5.0
-0.0007692,7.0,-5.0
-0.0007688,6.0,-5.0
-0.0007684,6.0,-5.0
-0.000768,5.0,-5.0
-0.0007676,6.0,-5.0
-0.0007672,6.0,-5.0
-0.0007668,6.0,-5.0
-0.0007664000000000001,4.0,-5.0
-0.0007660000000000001,7.0,-5.0
-0.0007656000000000001,6.0,-5.0
-0.0007652000000000001,6.0,-6.0
-0.0007648,6.0,-6.0
-0.0007644,5.0,-6.0
-0.000764,7.0,-6.0
-0.0007636,6.0,-6.0
-0.0007632000000000001,6.0,-6.0
-0.0007628000000000001,6.0,-6.0
-0.0007624000000000001,6.0,-6.0
-0.0007620000000000001,6.0,-6.0
-0.0007616000000000001,5.0,-6.0
-0.0007612000000000001,5.0,-6.0
-0.0007608000000000001,5.0,-6.0
-0.0007604,6.0,-6.0
-0.00076,6.0,-6.0
-0.0007596,6.0,-5.0
-0.0007592,7.0,-5.0
-0.0007588,6.0,-6.0
-0.0007584,6.0,-6.0
-0.000758,6.0,-6.0
-0.0007576000000000001,6.0,-5.0
-0.0007572000000000001,6.0,-7.0
-0.0007568000000000001,6.0,-6.0
-0.0007564000000000001,6.0,-5.0
-0.000756,6.0,-6.0
-0.0007556,6.0,-6.0
-0.0007552,6.0,-6.0
-0.0007548,6.0,-6.0
-0.0007544000000000001,6.0,-6.0
-0.0007540000000000001,6.0,-6.0
-0.0007536000000000001,6.0,-5.0
-0.0007532000000000001,6.0,-6.0
-0.0007528000000000001,7.0,-5.0
-0.0007524000000000001,6.0,-5.0
-0.0007520000000000001,6.0,-5.0
-0.0007516000000000001,6.0,-6.0
-0.0007512,7.0,-5.0
-0.0007508,6.0,-5.0
-0.0007504,6.0,-4.0
-0.00075,6.0,-4.0
-0.0007496,7.0,-5.0
-0.0007492,6.0,-4.0
-0.0007488000000000001,6.0,-6.0
-0.0007484000000000001,7.0,-5.0
-0.0007480000000000001,6.0,-5.0
-0.0007476000000000001,6.0,-5.0
-0.0007472000000000001,6.0,-5.0
-0.0007468,6.0,-5.0
-0.0007464,6.0,-5.0
-0.000746,6.0,-4.0
-0.0007456000000000001,6.0,-6.0
-0.0007452000000000001,6.0,-5.0
-0.0007448000000000001,5.0,-6.0
-0.0007444000000000001,6.0,-5.0
-0.0007440000000000001,6.0,-6.0
-0.0007436000000000001,5.0,-7.0
-0.0007432000000000001,6.0,-6.0
-0.0007428000000000001,5.0,-6.0
-0.0007424,7.0,-7.0
-0.000742,6.0,-7.0
-0.0007416,5.0,-6.0
-0.0007412,6.0,-7.0
-0.0007408,6.0,-6.0
-0.0007404,7.0,-6.0
-0.0007400000000000001,6.0,-6.0
-0.0007396000000000001,6.0,-6.0
-0.0007392000000000001,6.0,-6.0
-0.0007388000000000001,6.0,-6.0
-0.0007384000000000001,6.0,-6.0
-0.000738,6.0,-5.0
-0.0007376,5.0,-6.0
-0.0007372,6.0,-6.0
-0.0007368,6.0,-5.0
-0.0007364000000000001,7.0,-5.0
-0.0007360000000000001,6.0,-6.0
-0.0007356000000000001,6.0,-5.0
-0.0007352000000000001,7.0,-5.0
-0.0007348000000000001,6.0,-5.0
-0.0007344000000000001,6.0,-5.0
-0.0007340000000000001,6.0,-5.0
-0.0007336,6.0,-5.0
-0.0007332,6.0,-5.0
-0.0007328,7.0,-5.0
-0.0007324,6.0,-5.0
-0.000732,7.0,-5.0
-0.0007316,6.0,-6.0
-0.0007312,6.0,-5.0
-0.0007308000000000001,6.0,-5.0
-0.0007304000000000001,5.0,-5.0
-0.0007300000000000001,6.0,-5.0
-0.0007296000000000001,6.0,-4.0
-0.0007292,6.0,-4.0
-0.0007288,7.0,-6.0
-0.0007284,5.0,-6.0
-0.000728,6.0,-5.0
-0.0007276000000000001,6.0,-5.0
-0.0007272000000000001,5.0,-6.0
-0.0007268000000000001,6.0,-6.0
-0.0007264000000000001,6.0,-6.0
-0.0007260000000000001,6.0,-5.0
-0.0007256000000000001,6.0,-6.0
-0.0007252000000000001,6.0,-6.0
-0.0007248,6.0,-7.0
-0.0007244,6.0,-6.0
-0.000724,6.0,-7.0
-0.0007236,6.0,-6.0
-0.0007232,6.0,-6.0
-0.0007228,6.0,-6.0
-0.0007224,6.0,-6.0
-0.0007220000000000001,6.0,-6.0
-0.0007216000000000001,6.0,-6.0
-0.0007212000000000001,6.0,-6.0
-0.0007208000000000001,6.0,-6.0
-0.0007204000000000001,6.0,-6.0
-0.00072,6.0,-6.0
-0.0007196,5.0,-6.0
-0.0007192,6.0,-6.0
-0.0007188000000000001,7.0,-6.0
-0.0007184000000000001,6.0,-6.0
-0.0007180000000000001,6.0,-6.0
-0.0007176000000000001,5.0,-6.0
-0.0007172000000000001,5.0,-6.0
-0.0007168000000000001,6.0,-6.0
-0.0007164000000000001,6.0,-5.0
-0.0007160000000000001,6.0,-6.0
-0.0007156,6.0,-6.0
-0.0007152,6.0,-6.0
-0.0007148,5.0,-5.0
-0.0007144,6.0,-6.0
-0.000714,7.0,-5.0
-0.0007136,6.0,-5.0
-0.0007132000000000001,6.0,-5.0
-0.0007128000000000001,6.0,-5.0
-0.0007124000000000001,6.0,-5.0
-0.0007120000000000001,6.0,-5.0
-0.0007116000000000001,6.0,-6.0
-0.0007112,6.0,-5.0
-0.0007108,6.0,-6.0
-0.0007104,6.0,-5.0
-0.00071,6.0,-5.0
-0.0007096000000000001,6.0,-5.0
-0.0007092000000000001,6.0,-5.0
-0.0007088000000000001,6.0,-5.0
-0.0007084000000000001,6.0,-5.0
-0.0007080000000000001,6.0,-6.0
-0.0007076000000000001,6.0,-6.0
-0.0007072000000000001,6.0,-5.0
-0.0007068,6.0,-5.0
-0.0007064,6.0,-6.0
-0.000706,5.0,-6.0
-0.0007056,6.0,-6.0
-0.0007052,6.0,-6.0
-0.0007048,7.0,-5.0
-0.0007044000000000001,7.0,-6.0
-0.0007040000000000001,6.0,-6.0
-0.0007036000000000001,6.0,-6.0
-0.0007032000000000001,5.0,-6.0
-0.0007028000000000001,6.0,-7.0
-0.0007024,6.0,-6.0
-0.000702,5.0,-6.0
-0.0007016,7.0,-6.0
-0.0007012,6.0,-6.0
-0.0007008000000000001,6.0,-6.0
-0.0007004000000000001,6.0,-7.0
-0.0007000000000000001,7.0,-6.0
-0.0006996000000000001,6.0,-6.0
-0.0006992000000000001,5.0,-6.0
-0.0006988000000000001,6.0,-6.0
-0.0006984000000000001,6.0,-6.0
-0.000698,6.0,-7.0
-0.0006976,6.0,-7.0
-0.0006972,6.0,-6.0
-0.0006968,7.0,-6.0
-0.0006964,6.0,-6.0
-0.000696,5.0,-5.0
-0.0006956,6.0,-6.0
-0.0006952000000000001,7.0,-5.0
-0.0006948000000000001,6.0,-6.0
-0.0006944000000000001,6.0,-6.0
-0.0006940000000000001,6.0,-5.0
-0.0006936,6.0,-6.0
-0.0006932,7.0,-6.0
-0.0006928,6.0,-6.0
-0.0006924,6.0,-5.0
-0.0006920000000000001,5.0,-5.0
-0.0006916000000000001,6.0,-5.0
-0.0006912000000000001,6.0,-5.0
-0.0006908000000000001,6.0,-6.0
-0.0006904000000000001,6.0,-5.0
-0.0006900000000000001,5.0,-5.0
-0.0006896000000000001,6.0,-6.0
-0.0006892000000000001,5.0,-6.0
-0.0006888,6.0,-5.0
-0.0006884,7.0,-6.0
-0.000688,6.0,-6.0
-0.0006876,6.0,-5.0
-0.0006872,6.0,-6.0
-0.0006868,5.0,-6.0
-0.0006864000000000001,6.0,-6.0
-0.0006860000000000001,5.0,-5.0
-0.0006856000000000001,5.0,-6.0
-0.0006852000000000001,6.0,-6.0
-0.0006848000000000001,6.0,-6.0
-0.0006844,6.0,-6.0
-0.000684,6.0,-7.0
-0.0006836,6.0,-6.0
-0.0006832000000000001,6.0,-6.0
-0.0006828000000000001,6.0,-6.0
-0.0006824000000000001,6.0,-6.0
-0.0006820000000000001,6.0,-6.0
-0.0006816000000000001,6.0,-6.0
-0.0006812000000000001,6.0,-5.0
-0.0006808000000000001,6.0,-6.0
-0.0006804000000000001,6.0,-7.0
-0.00068,6.0,-6.0
-0.0006796,6.0,-6.0
-0.0006792,6.0,-6.0
-0.0006788,6.0,-6.0
-0.0006784,6.0,-6.0
-0.000678,6.0,-6.0
-0.0006776000000000001,6.0,-6.0
-0.0006772000000000001,6.0,-5.0
-0.0006768000000000001,6.0,-5.0
-0.0006764000000000001,6.0,-6.0
-0.0006760000000000001,6.0,-6.0
-0.0006756,6.0,-5.0
-0.0006752,5.0,-5.0
-0.0006748,6.0,-5.0
-0.0006744,6.0,-5.0
-0.0006740000000000001,5.0,-5.0
-0.0006736000000000001,6.0,-6.0
-0.0006732000000000001,6.0,-5.0
-0.0006728000000000001,6.0,-5.0
-0.0006724000000000001,6.0,-6.0
-0.0006720000000000001,6.0,-5.0
-0.0006716000000000001,6.0,-4.0
-0.0006712,7.0,-5.0
-0.0006708,6.0,-5.0
-0.0006704,6.0,-6.0
-0.00067,6.0,-5.0
-0.0006696,6.0,-6.0
-0.0006692,6.0,-5.0
-0.0006688,6.0,-6.0
-0.0006684000000000001,6.0,-6.0
-0.0006680000000000001,6.0,-6.0
-0.0006676000000000001,6.0,-6.0
-0.0006672000000000001,6.0,-7.0
-0.0006668,7.0,-6.0
-0.0006664,6.0,-6.0
-0.0006660000000000001,6.0,-6.0
-0.0006656000000000001,7.0,-6.0
-0.0006652000000000001,6.0,-6.0
-0.0006648000000000001,6.0,-6.0
-0.0006644000000000001,6.0,-6.0
-0.0006640000000000001,6.0,-7.0
-0.0006636000000000001,6.0,-6.0
-0.0006632000000000001,4.0,-6.0
-0.0006628000000000001,6.0,-6.0
-0.0006624000000000001,6.0,-6.0
-0.000662,7.0,-7.0
-0.0006616,6.0,-6.0
-0.0006612,5.0,-6.0
-0.0006608,6.0,-8.0
-0.0006604,6.0,-6.0
-0.00066,6.0,-6.0
-0.0006596,4.0,-6.0
-0.0006592000000000001,5.0,-6.0
-0.0006588000000000001,5.0,-6.0
-0.0006584000000000001,6.0,-6.0
-0.0006580000000000001,6.0,-5.0
-0.0006576,6.0,-5.0
-0.0006572,6.0,-5.0
-0.0006568000000000001,5.0,-6.0
-0.0006564000000000001,6.0,-5.0
-0.0006560000000000001,7.0,-6.0
-0.0006556000000000001,6.0,-5.0
-0.0006552000000000001,6.0,-5.0
-0.0006548000000000001,6.0,-5.0
-0.0006544000000000001,6.0,-5.0
-0.0006540000000000001,6.0,-5.0
-0.0006536000000000001,6.0,-5.0
-0.0006532,6.0,-6.0
-0.0006528,6.0,-5.0
-0.0006524,6.0,-5.0
-0.000652,5.0,-6.0
-0.0006516,6.0,-5.0
-0.0006512,6.0,-6.0
-0.0006508,6.0,-5.0
-0.0006504000000000001,6.0,-6.0
-0.0006500000000000001,6.0,-6.0
-0.0006496000000000001,6.0,-5.0
-0.0006492000000000001,6.0,-6.0
-0.0006488,5.0,-6.0
-0.0006484,6.0,-6.0
-0.0006480000000000001,6.0,-6.0
-0.0006476000000000001,6.0,-6.0
-0.0006472000000000001,6.0,-6.0
-0.0006468000000000001,6.0,-6.0
-0.0006464000000000001,7.0,-6.0
-0.0006460000000000001,6.0,-6.0
-0.0006456000000000001,6.0,-5.0
-0.0006452000000000001,6.0,-6.0
-0.0006448000000000001,6.0,-6.0
-0.0006444,6.0,-5.0
-0.000644,5.0,-6.0
-0.0006436,6.0,-6.0
-0.0006432,6.0,-6.0
-0.0006428,6.0,-7.0
-0.0006424,5.0,-6.0
-0.000642,5.0,-6.0
-0.0006416,6.0,-6.0
-0.0006412000000000001,7.0,-7.0
-0.0006408000000000001,6.0,-7.0
-0.0006404000000000001,6.0,-6.0
-0.00064,6.0,-6.0
-0.0006396,5.0,-6.0
-0.0006392000000000001,6.0,-5.0
-0.0006388000000000001,6.0,-6.0
-0.0006384000000000001,5.0,-5.0
-0.0006380000000000001,7.0,-6.0
-0.0006376000000000001,6.0,-6.0
-0.0006372000000000001,6.0,-5.0
-0.0006368000000000001,6.0,-6.0
-0.0006364000000000001,5.0,-6.0
-0.0006360000000000001,6.0,-6.0
-0.0006356,5.0,-6.0
-0.0006352,6.0,-5.0
-0.0006348,6.0,-4.0
-0.0006344,6.0,-5.0
-0.000634,7.0,-6.0
-0.0006336,6.0,-5.0
-0.0006332,6.0,-6.0
-0.0006328,6.0,-5.0
-0.0006324000000000001,6.0,-5.0
-0.0006320000000000001,6.0,-6.0
-0.0006316000000000001,6.0,-6.0
-0.0006312000000000001,6.0,-6.0
-0.0006308,6.0,-6.0
-0.0006304,7.0,-7.0
-0.0006300000000000001,6.0,-6.0
-0.0006296000000000001,6.0,-6.0
-0.0006292000000000001,6.0,-6.0
-0.0006288000000000001,6.0,-6.0
-0.0006284000000000001,6.0,-6.0
-0.0006280000000000001,6.0,-7.0
-0.0006276000000000001,5.0,-7.0
-0.0006272000000000001,5.0,-6.0
-0.0006268000000000001,6.0,-6.0
-0.0006264,6.0,-6.0
-0.000626,6.0,-6.0
-0.0006256,6.0,-6.0
-0.0006252,6.0,-7.0
-0.0006248,6.0,-6.0
-0.0006244,6.0,-5.0
-0.000624,6.0,-7.0
-0.0006236000000000001,5.0,-6.0
-0.0006232000000000001,6.0,-7.0
-0.0006228000000000001,6.0,-6.0
-0.0006224000000000001,6.0,-6.0
-0.000622,6.0,-6.0
-0.0006216,6.0,-6.0
-0.0006212000000000001,5.0,-6.0
-0.0006208000000000001,6.0,-7.0
-0.0006204000000000001,6.0,-6.0
-0.0006200000000000001,5.0,-6.0
-0.0006196000000000001,6.0,-5.0
-0.0006192000000000001,6.0,-6.0
-0.0006188000000000001,6.0,-5.0
-0.0006184000000000001,6.0,-5.0
-0.0006180000000000001,6.0,-6.0
-0.0006176,6.0,-5.0
-0.0006172,6.0,-5.0
-0.0006168,6.0,-6.0
-0.0006164,6.0,-5.0
-0.000616,5.0,-5.0
-0.0006156,6.0,-5.0
-0.0006152,5.0,-5.0
-0.0006148000000000001,6.0,-6.0
-0.0006144000000000001,5.0,-6.0
-0.0006140000000000001,7.0,-5.0
-0.0006136000000000001,6.0,-5.0
-0.0006132,5.0,-5.0
-0.0006128,6.0,-5.0
-0.0006124000000000001,6.0,-6.0
-0.0006120000000000001,6.0,-6.0
-0.0006116000000000001,6.0,-6.0
-0.0006112000000000001,7.0,-6.0
-0.0006108000000000001,6.0,-6.0
-0.0006104000000000001,6.0,-6.0
-0.0006100000000000001,6.0,-5.0
-0.0006096000000000001,6.0,-7.0
-0.0006092000000000001,7.0,-6.0
-0.0006088,6.0,-6.0
-0.0006084,5.0,-7.0
-0.000608,6.0,-6.0
-0.0006076,6.0,-6.0
-0.0006072,6.0,-6.0
-0.0006068,5.0,-6.0
-0.0006064,6.0,-7.0
-0.000606,6.0,-6.0
-0.0006056000000000001,5.0,-6.0
-0.0006052000000000001,6.0,-6.0
-0.0006048000000000001,6.0,-6.0
-0.0006044000000000001,6.0,-6.0
-0.000604,6.0,-6.0
-0.0006036000000000001,6.0,-6.0
-0.0006032000000000001,6.0,-7.0
-0.0006028000000000001,6.0,-6.0
-0.0006024000000000001,6.0,-6.0
-0.0006020000000000001,6.0,-5.0
